journal	category1	category2	category3	category4	category5	category6
PSYCHOLOGICAL REVIEW	PSYCHOLOGY					
PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE	PSYCHIATRY	PSYCHOLOGY				
PSYCHOLOGY HEALTH & MEDICINE	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH					
PSYCHOLOGY OF SPORT AND EXERCISE	PSYCHOLOGY	SPORT SCIENCES				
PSYCHOMETRIKA	MATHEMATICS, INTERDISCIPLINARY APPLICATIONS					
PSYCHONEUROENDOCRINOLOGY	ENDOCRINOLOGY & METABOLISM	NEUROSCIENCES	PSYCHIATRY			
PSYCHOPATHOLOGY	PSYCHIATRY					
PSYCHOPHARMACOLOGY	NEUROSCIENCES	PHARMACOLOGY & PHARMACY	PSYCHIATRY			
PSYCHOPHYSIOLOGY	NEUROSCIENCES	PHYSIOLOGY	PSYCHOLOGY			
PSYCHOSOMATIC MEDICINE	PSYCHIATRY	PSYCHOLOGY				
PSYCHOSOMATICS	PSYCHIATRY	PSYCHOLOGY				
PSYCHOTHERAPY AND PSYCHOSOMATICS	PSYCHIATRY	PSYCHOLOGY				
PTERIDINES	BIOCHEMISTRY & MOLECULAR BIOLOGY	BIOPHYSICS				
PUBLIC HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH					
PUBLIC HEALTH ETHICS	MEDICAL ETHICS	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH				
PUBLIC HEALTH GENOMICS	GENETICS & HEREDITY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH				
PUBLIC HEALTH NURSING	NURSING	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH				
PUBLIC HEALTH NUTRITION	NUTRITION & DIETETICS	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH				
PUBLIC HEALTH REPORTS	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH					
PUBLICACIONS MATEMATIQUES	MATHEMATICS					
PUBLICATIONES MATHEMATICAE-DEBRECEN	MATHEMATICS					
PUBLICATIONS MATHEMATIQUES DE L IHES	MATHEMATICS					
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA	ASTRONOMY & ASTROPHYSICS					
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF JAPAN	ASTRONOMY & ASTROPHYSICS					
PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF THE PACIFIC	ASTRONOMY & ASTROPHYSICS					
PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES	MATHEMATICS					
PUERTO RICO HEALTH SCIENCES JOURNAL	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH					
PULMONARY CIRCULATION	CARDIAC & CARDIOVASCULAR SYSTEMS	RESPIRATORY SYSTEM				
PULMONARY PHARMACOLOGY & THERAPEUTICS	PHARMACOLOGY & PHARMACY	RESPIRATORY SYSTEM				
PULMONOLOGY	RESPIRATORY SYSTEM					
PULP & PAPER-CANADA	MATERIALS SCIENCE, PAPER & WOOD					
PURE AND APPLIED CHEMISTRY	CHEMISTRY, MULTIDISCIPLINARY					
PURE AND APPLIED GEOPHYSICS	GEOCHEMISTRY & GEOPHYSICS					
PURE AND APPLIED MATHEMATICS QUARTERLY	MATHEMATICS	MATHEMATICS, APPLIED				
PURINERGIC SIGNALLING	NEUROSCIENCES					
QJM-AN INTERNATIONAL JOURNAL OF MEDICINE	MEDICINE, GENERAL & INTERNAL					
QUAESTIONES MATHEMATICAE	MATHEMATICS					
QUALITATIVE THEORY OF DYNAMICAL SYSTEMS	MATHEMATICS	MATHEMATICS, APPLIED				
QUALITY & QUANTITY	STATISTICS & PROBABILITY					
QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL	ENGINEERING, INDUSTRIAL	ENGINEERING, MULTIDISCIPLINARY	OPERATIONS RESEARCH & MANAGEMENT SCIENCE			
QUALITY ASSURANCE AND SAFETY OF CROPS & FOODS	FOOD SCIENCE & TECHNOLOGY					
QUALITY ENGINEERING	ENGINEERING, INDUSTRIAL	STATISTICS & PROBABILITY				
QUALITY MANAGEMENT IN HEALTH CARE	HEALTH CARE SCIENCES & SERVICES					
QUALITY OF LIFE RESEARCH	HEALTH CARE SCIENCES & SERVICES	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH				
QUALITY TECHNOLOGY AND QUANTITATIVE MANAGEMENT	ENGINEERING, INDUSTRIAL	OPERATIONS RESEARCH & MANAGEMENT SCIENCE	STATISTICS & PROBABILITY			
QUANTITATIVE FINANCE	MATHEMATICS, INTERDISCIPLINARY APPLICATIONS					
QUANTITATIVE IMAGING IN MEDICINE AND SURGERY	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING					
QUANTITATIVE INFRARED THERMOGRAPHY JOURNAL	MATERIALS SCIENCE, CHARACTERIZATION & TESTING	PHYSICS, APPLIED				
QUANTUM ELECTRONICS	ENGINEERING, ELECTRICAL & ELECTRONIC	PHYSICS, APPLIED				
QUANTUM INFORMATION & COMPUTATION	COMPUTER SCIENCE, THEORY & METHODS	PHYSICS, MATHEMATICAL	PHYSICS, PARTICLES & FIELDS			
QUANTUM INFORMATION PROCESSING	PHYSICS, MATHEMATICAL	PHYSICS, MULTIDISCIPLINARY				
QUARTERLY JOURNAL OF ENGINEERING GEOLOGY AND HYDROGEOLOGY	ENGINEERING, GEOLOGICAL	GEOSCIENCES, MULTIDISCIPLINARY				
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY	PHYSIOLOGY	PSYCHOLOGY				
QUARTERLY JOURNAL OF MATHEMATICS	MATHEMATICS					
QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS	MATHEMATICS, APPLIED	MECHANICS				
QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING					
QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY	METEOROLOGY & ATMOSPHERIC SCIENCES					
QUARTERLY OF APPLIED MATHEMATICS	MATHEMATICS, APPLIED					
QUARTERLY REVIEW OF BIOLOGY	BIOLOGY					
QUARTERLY REVIEWS OF BIOPHYSICS	BIOPHYSICS					
QUATERNAIRE	GEOSCIENCES, MULTIDISCIPLINARY					
QUATERNARY GEOCHRONOLOGY	GEOGRAPHY, PHYSICAL	GEOSCIENCES, MULTIDISCIPLINARY				
QUATERNARY INTERNATIONAL	GEOGRAPHY, PHYSICAL	GEOSCIENCES, MULTIDISCIPLINARY				
QUATERNARY RESEARCH	GEOGRAPHY, PHYSICAL	GEOSCIENCES, MULTIDISCIPLINARY				
QUATERNARY SCIENCE REVIEWS	GEOGRAPHY, PHYSICAL	GEOSCIENCES, MULTIDISCIPLINARY				
QUEST	SPORT SCIENCES					
QUEUEING SYSTEMS	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS	OPERATIONS RESEARCH & MANAGEMENT SCIENCE				
QUIMICA NOVA	CHEMISTRY, MULTIDISCIPLINARY					
QUINTESSENCE INTERNATIONAL	DENTISTRY, ORAL SURGERY & MEDICINE					
R JOURNAL	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS	STATISTICS & PROBABILITY				
R&D MAGAZINE	ENGINEERING, INDUSTRIAL	MULTIDISCIPLINARY SCIENCES				
RADIATION AND ENVIRONMENTAL BIOPHYSICS	BIOLOGY	BIOPHYSICS	ENVIRONMENTAL SCIENCES	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING		
RADIATION EFFECTS AND DEFECTS IN SOLIDS	NUCLEAR SCIENCE & TECHNOLOGY	PHYSICS, CONDENSED MATTER	PHYSICS, FLUIDS & PLASMAS			
RADIATION MEASUREMENTS	NUCLEAR SCIENCE & TECHNOLOGY					
RADIATION ONCOLOGY	ONCOLOGY	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING				
RADIATION PHYSICS AND CHEMISTRY	CHEMISTRY, PHYSICAL	NUCLEAR SCIENCE & TECHNOLOGY	PHYSICS, ATOMIC, MOLECULAR & CHEMICAL			
RADIATION PROTECTION DOSIMETRY	ENVIRONMENTAL SCIENCES	NUCLEAR SCIENCE & TECHNOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING		
RADIATION RESEARCH	BIOLOGY	BIOPHYSICS	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING			
RADIO SCIENCE	ASTRONOMY & ASTROPHYSICS	GEOCHEMISTRY & GEOPHYSICS	METEOROLOGY & ATMOSPHERIC SCIENCES	REMOTE SENSING	TELECOMMUNICATIONS	
RADIOCARBON	GEOCHEMISTRY & GEOPHYSICS					
RADIOCHIMICA ACTA	CHEMISTRY, INORGANIC & NUCLEAR	NUCLEAR SCIENCE & TECHNOLOGY				
RADIOENGINEERING	ENGINEERING, ELECTRICAL & ELECTRONIC					
RADIOGRAPHICS	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING					
RADIOLOGE	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING					
RADIOLOGIA MEDICA	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING					
RADIOLOGIC CLINICS OF NORTH AMERICA	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING					
RADIOLOGY	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING					
RADIOLOGY AND ONCOLOGY	ONCOLOGY	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING				
RADIOPHYSICS AND QUANTUM ELECTRONICS	ENGINEERING, ELECTRICAL & ELECTRONIC	PHYSICS, APPLIED				
RADIOPROTECTION	ENVIRONMENTAL SCIENCES	NUCLEAR SCIENCE & TECHNOLOGY	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING		
RADIOTHERAPY AND ONCOLOGY	ONCOLOGY	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING				
RAFFLES BULLETIN OF ZOOLOGY	ZOOLOGY					
RAIRO-OPERATIONS RESEARCH	OPERATIONS RESEARCH & MANAGEMENT SCIENCE					
RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS	COMPUTER SCIENCE, INFORMATION SYSTEMS					
RAMANUJAN JOURNAL	MATHEMATICS					
RANDOM MATRICES-THEORY AND APPLICATIONS	PHYSICS, MATHEMATICAL	STATISTICS & PROBABILITY				
RANDOM STRUCTURES & ALGORITHMS	COMPUTER SCIENCE, SOFTWARE ENGINEERING	MATHEMATICS	MATHEMATICS, APPLIED			
RANGE MANAGEMENT AND AGROFORESTRY	AGRONOMY					
RANGELAND ECOLOGY & MANAGEMENT	ECOLOGY	ENVIRONMENTAL SCIENCES				
RANGELAND JOURNAL	ECOLOGY					
RAPID COMMUNICATIONS IN MASS SPECTROMETRY	BIOCHEMICAL RESEARCH METHODS	CHEMISTRY, ANALYTICAL	SPECTROSCOPY			
RAPID PROTOTYPING JOURNAL	ENGINEERING, MECHANICAL	MATERIALS SCIENCE, MULTIDISCIPLINARY				
RARE METAL MATERIALS AND ENGINEERING	MATERIALS SCIENCE, MULTIDISCIPLINARY	METALLURGY & METALLURGICAL ENGINEERING				
RARE METALS	MATERIALS SCIENCE, MULTIDISCIPLINARY	METALLURGY & METALLURGICAL ENGINEERING				
REACTION CHEMISTRY & ENGINEERING	CHEMISTRY, MULTIDISCIPLINARY	ENGINEERING, CHEMICAL				
REACTION KINETICS MECHANISMS AND CATALYSIS	CHEMISTRY, PHYSICAL					
REACTIVE & FUNCTIONAL POLYMERS	CHEMISTRY, APPLIED	ENGINEERING, CHEMICAL	POLYMER SCIENCE			
REAL-TIME SYSTEMS	COMPUTER SCIENCE, THEORY & METHODS					
RECENT PATENTS ON ANTI-CANCER DRUG DISCOVERY	ONCOLOGY	PHARMACOLOGY & PHARMACY				
RECENT PATENTS ON NANOTECHNOLOGY	MATERIALS SCIENCE, MULTIDISCIPLINARY	NANOSCIENCE & NANOTECHNOLOGY	PHYSICS, APPLIED			
RECHT & PSYCHIATRIE	PSYCHIATRY					
RECHTSMEDIZIN	MEDICINE, LEGAL					
RECORDS OF NATURAL PRODUCTS	CHEMISTRY, APPLIED	CHEMISTRY, MEDICINAL	PLANT SCIENCES			
RECORDS OF THE AUSTRALIAN MUSEUM	ZOOLOGY					
RECORDS OF THE AUSTRALIAN MUSEUM SUPPLEMENT	ZOOLOGY					
REDIA-GIORNALE DI ZOOLOGIA	ZOOLOGY					
REDOX BIOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY					
REDOX REPORT	BIOCHEMISTRY & MOLECULAR BIOLOGY					
REFRACTORIES AND INDUSTRIAL CERAMICS	MATERIALS SCIENCE, CERAMICS					
REGENERATIVE BIOMATERIALS	MATERIALS SCIENCE, BIOMATERIALS					
REGENERATIVE MEDICINE	CELL & TISSUE ENGINEERING	ENGINEERING, BIOMEDICAL				
REGENERATIVE THERAPY	CELL & TISSUE ENGINEERING	ENGINEERING, BIOMEDICAL				
REGIONAL ANESTHESIA AND PAIN MEDICINE	ANESTHESIOLOGY					
REGIONAL ENVIRONMENTAL CHANGE	ENVIRONMENTAL SCIENCES					
REGIONAL STUDIES IN MARINE SCIENCE	ECOLOGY	MARINE & FRESHWATER BIOLOGY				
REGULAR & CHAOTIC DYNAMICS	MATHEMATICS, APPLIED	MECHANICS	PHYSICS, MATHEMATICAL			
REGULATORY TOXICOLOGY AND PHARMACOLOGY	MEDICINE, LEGAL	PHARMACOLOGY & PHARMACY	TOXICOLOGY			
REHABILITATION	REHABILITATION					
REHABILITATION NURSING	NURSING	REHABILITATION				
REJUVENATION RESEARCH	GERIATRICS & GERONTOLOGY					
RELIABILITY ENGINEERING & SYSTEM SAFETY	ENGINEERING, INDUSTRIAL	OPERATIONS RESEARCH & MANAGEMENT SCIENCE				
REMOTE SENSING	REMOTE SENSING					
REMOTE SENSING LETTERS	IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY	REMOTE SENSING				
REMOTE SENSING OF ENVIRONMENT	ENVIRONMENTAL SCIENCES	IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY	REMOTE SENSING			
RENAL FAILURE	UROLOGY & NEPHROLOGY					
RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA	MATHEMATICS	MATHEMATICS, APPLIED				
RENDICONTI LINCEI-MATEMATICA E APPLICAZIONI	MATHEMATICS	MATHEMATICS, APPLIED				
RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI	MULTIDISCIPLINARY SCIENCES					
RENEWABLE & SUSTAINABLE ENERGY REVIEWS	ENERGY & FUELS	GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY				
RENEWABLE AGRICULTURE AND FOOD SYSTEMS	AGRICULTURE, MULTIDISCIPLINARY					
RENEWABLE ENERGY	ENERGY & FUELS	GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY				
REPORTS ON MATHEMATICAL LOGIC	LOGIC	MATHEMATICS				
REPORTS ON MATHEMATICAL PHYSICS	PHYSICS, MATHEMATICAL					
REPORTS ON PROGRESS IN PHYSICS	PHYSICS, MULTIDISCIPLINARY					
REPRESENTATION THEORY	MATHEMATICS					
REPRODUCTION	DEVELOPMENTAL BIOLOGY	REPRODUCTIVE BIOLOGY				
REPRODUCTION FERTILITY AND DEVELOPMENT	DEVELOPMENTAL BIOLOGY	REPRODUCTIVE BIOLOGY	ZOOLOGY			
REPRODUCTION IN DOMESTIC ANIMALS	AGRICULTURE, DAIRY & ANIMAL SCIENCE	REPRODUCTIVE BIOLOGY	VETERINARY SCIENCES			
REPRODUCTIVE BIOLOGY	REPRODUCTIVE BIOLOGY					
REPRODUCTIVE BIOLOGY AND ENDOCRINOLOGY	ENDOCRINOLOGY & METABOLISM	REPRODUCTIVE BIOLOGY				
REPRODUCTIVE BIOMEDICINE ONLINE	OBSTETRICS & GYNECOLOGY	REPRODUCTIVE BIOLOGY				
REPRODUCTIVE HEALTH	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH					
REPRODUCTIVE SCIENCES	OBSTETRICS & GYNECOLOGY	REPRODUCTIVE BIOLOGY				
REPRODUCTIVE TOXICOLOGY	REPRODUCTIVE BIOLOGY	TOXICOLOGY				
REQUIREMENTS ENGINEERING	COMPUTER SCIENCE, INFORMATION SYSTEMS	COMPUTER SCIENCE, SOFTWARE ENGINEERING				
RESEARCH-TECHNOLOGY MANAGEMENT	ENGINEERING, INDUSTRIAL					
RESEARCH AND THEORY FOR NURSING PRACTICE	NURSING					
RESEARCH IN ASTRONOMY AND ASTROPHYSICS	ASTRONOMY & ASTROPHYSICS					
RESEARCH IN ENGINEERING DESIGN	ENGINEERING, INDUSTRIAL	ENGINEERING, MANUFACTURING	ENGINEERING, MULTIDISCIPLINARY			
RESEARCH IN GERONTOLOGICAL NURSING	NURSING					
RESEARCH IN MICROBIOLOGY	MICROBIOLOGY					
RESEARCH IN NONDESTRUCTIVE EVALUATION	MATERIALS SCIENCE, CHARACTERIZATION & TESTING					
RESEARCH IN NURSING & HEALTH	NURSING					
RESEARCH IN SPORTS MEDICINE	SPORT SCIENCES					
RESEARCH IN VETERINARY SCIENCE	VETERINARY SCIENCES					
RESEARCH ON CHEMICAL INTERMEDIATES	CHEMISTRY, MULTIDISCIPLINARY					
RESEARCH QUARTERLY FOR EXERCISE AND SPORT	PSYCHOLOGY	SPORT SCIENCES				
RESEARCH SYNTHESIS METHODS	MATHEMATICAL & COMPUTATIONAL BIOLOGY	MULTIDISCIPLINARY SCIENCES				
RESOURCE GEOLOGY	GEOLOGY	MINERALOGY				
RESOURCES CONSERVATION AND RECYCLING	ENGINEERING, ENVIRONMENTAL	ENVIRONMENTAL SCIENCES				
RESPIRATION	RESPIRATORY SYSTEM					
RESPIRATORY CARE	CRITICAL CARE MEDICINE	RESPIRATORY SYSTEM				
RESPIRATORY MEDICINE	CARDIAC & CARDIOVASCULAR SYSTEMS	RESPIRATORY SYSTEM				
RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY	PHYSIOLOGY	RESPIRATORY SYSTEM				
RESPIRATORY RESEARCH	RESPIRATORY SYSTEM					
RESPIROLOGY	RESPIRATORY SYSTEM					
RESTORATION ECOLOGY	ECOLOGY					
RESTORATIVE NEUROLOGY AND NEUROSCIENCE	NEUROSCIENCES					
RESULTS IN MATHEMATICS	MATHEMATICS	MATHEMATICS, APPLIED				
RESULTS IN PHYSICS	MATERIALS SCIENCE, MULTIDISCIPLINARY	PHYSICS, MULTIDISCIPLINARY				
RESUSCITATION	CRITICAL CARE MEDICINE	EMERGENCY MEDICINE				
RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES	OPHTHALMOLOGY					
RETROVIROLOGY	VIROLOGY					
REVIEW OF PALAEOBOTANY AND PALYNOLOGY	PALEONTOLOGY	PLANT SCIENCES				
REVIEW OF SCIENTIFIC INSTRUMENTS	PHYSICS, APPLIED					
REVIEW OF SYMBOLIC LOGIC	LOGIC	MATHEMATICS	MATHEMATICS, APPLIED			
REVIEWS IN ANALYTICAL CHEMISTRY	CHEMISTRY, ANALYTICAL					
REVIEWS IN AQUACULTURE	FISHERIES					
REVIEWS IN CARDIOVASCULAR MEDICINE	CARDIAC & CARDIOVASCULAR SYSTEMS					
REVIEWS IN CHEMICAL ENGINEERING	ENGINEERING, CHEMICAL					
REVIEWS IN COMPUTATIONAL CHEMISTRY	CHEMISTRY, MULTIDISCIPLINARY					
REVIEWS IN ENDOCRINE & METABOLIC DISORDERS	ENDOCRINOLOGY & METABOLISM					
REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY	BIOTECHNOLOGY & APPLIED MICROBIOLOGY	ENVIRONMENTAL SCIENCES				
REVIEWS IN FISH BIOLOGY AND FISHERIES	FISHERIES	MARINE & FRESHWATER BIOLOGY				
REVIEWS IN FISHERIES SCIENCE & AQUACULTURE	FISHERIES					
REVIEWS IN INORGANIC CHEMISTRY	CHEMISTRY, INORGANIC & NUCLEAR					
REVIEWS IN MATHEMATICAL PHYSICS	PHYSICS, MATHEMATICAL					
REVIEWS IN MEDICAL VIROLOGY	VIROLOGY					
REVIEWS IN MINERALOGY & GEOCHEMISTRY	GEOCHEMISTRY & GEOPHYSICS	MINERALOGY				
REVIEWS IN THE NEUROSCIENCES	NEUROSCIENCES					
REVIEWS OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY	ENVIRONMENTAL SCIENCES	TOXICOLOGY				
REVIEWS OF GEOPHYSICS	GEOCHEMISTRY & GEOPHYSICS					
REVIEWS OF MODERN PHYSICS	PHYSICS, MULTIDISCIPLINARY					
REVIEWS OF PHYSIOLOGY BIOCHEMISTRY AND PHARMACOLOGY	BIOCHEMISTRY & MOLECULAR BIOLOGY	PHARMACOLOGY & PHARMACY	PHYSIOLOGY			
REVIEWS ON ADVANCED MATERIALS SCIENCE	MATERIALS SCIENCE, MULTIDISCIPLINARY	NANOSCIENCE & NANOTECHNOLOGY				
REVIEWS ON ENVIRONMENTAL HEALTH	ENVIRONMENTAL SCIENCES	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH				
REVISTA ARGENTINA DE CLINICA PSICOLOGICA	PSYCHOLOGY					
REVISTA ARGENTINA DE MICROBIOLOGIA	MICROBIOLOGY					
REVISTA ARVORE	FORESTRY					
REVISTA BRASILEIRA DE ANESTESIOLOGIA	ANESTHESIOLOGY					
REVISTA BRASILEIRA DE CIENCIA DO SOLO	SOIL SCIENCE					
REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL	AGRICULTURAL ENGINEERING					
REVISTA BRASILEIRA DE ENTOMOLOGIA	ENTOMOLOGY					
REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY	CHEMISTRY, MEDICINAL	PHARMACOLOGY & PHARMACY				
REVISTA BRASILEIRA DE FRUTICULTURA	HORTICULTURE					
REVISTA BRASILEIRA DE MEDICINA DO ESPORTE	PHYSIOLOGY	SPORT SCIENCES				
REVISTA BRASILEIRA DE ORNITOLOGIA	ORNITHOLOGY					
REVISTA BRASILEIRA DE PALEONTOLOGIA	PALEONTOLOGY					
REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA	PARASITOLOGY	VETERINARY SCIENCES				
REVISTA BRASILEIRA DE PSIQUIATRIA	PSYCHIATRY					
REVISTA BRASILEIRA DE REUMATOLOGIA	RHEUMATOLOGY					
REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE	AGRICULTURE, DAIRY & ANIMAL SCIENCE	VETERINARY SCIENCES				
REVISTA CAATINGA	AGRONOMY					
REVISTA CHAPINGO SERIE CIENCIAS FORESTALES Y DEL AMBIENTE	FORESTRY					
REVISTA CHILENA DE HISTORIA NATURAL	BIODIVERSITY CONSERVATION	ECOLOGY				
REVISTA CHILENA DE INFECTOLOGIA	INFECTIOUS DISEASES					
REVISTA CIENCIA AGRONOMICA	AGRICULTURE, MULTIDISCIPLINARY					
REVISTA CIENTIFICA-FACULTAD DE CIENCIAS VETERINARIAS	VETERINARY SCIENCES					
REVISTA CLINICA ESPANOLA	MEDICINE, GENERAL & INTERNAL					
REVISTA COLOMBIANA DE CIENCIAS PECUARIAS	AGRICULTURE, DAIRY & ANIMAL SCIENCE					
REVISTA COLOMBIANA DE ENTOMOLOGIA	ENTOMOLOGY					
REVISTA DA ASSOCIACAO MEDICA BRASILEIRA	MEDICINE, GENERAL & INTERNAL					
REVISTA DA ESCOLA DE ENFERMAGEM DA USP	NURSING					
REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL	PARASITOLOGY	TROPICAL MEDICINE				
REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA	MARINE & FRESHWATER BIOLOGY	OCEANOGRAPHY				
REVISTA DE BIOLOGIA TROPICAL	BIOLOGY					
REVISTA DE CHIMIE	CHEMISTRY, MULTIDISCIPLINARY	ENGINEERING, CHEMICAL				
REVISTA DE GEOGRAFIA NORTE GRANDE	GEOGRAPHY, PHYSICAL					
REVISTA DE INVESTIGACION CLINICA-CLINICAL AND TRANSLATIONAL INVESTIGATION	MEDICINE, GENERAL & INTERNAL					
REVISTA DE LA CONSTRUCCION	CONSTRUCTION & BUILDING TECHNOLOGY	ENGINEERING, CIVIL				
REVISTA DE LA FACULTAD DE AGRONOMIA DE LA UNIVERSIDAD DEL ZULIA	AGRONOMY					
REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS	AGRICULTURE, MULTIDISCIPLINARY					
REVISTA DE LA REAL ACADEMIA DE CIENCIAS EXACTAS FISICAS Y NATURALES SERIE A -MATEMATICAS	MATHEMATICS					
REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA	ENTOMOLOGY					
REVISTA DE LA UNION MATEMATICA ARGENTINA	MATHEMATICS	MATHEMATICS, APPLIED				
REVISTA DE METALURGIA	METALLURGY & METALLURGICAL ENGINEERING					
REVISTA DE NEFROLOGIA DIALISIS Y TRASPLANTE	UROLOGY & NEPHROLOGY					
REVISTA DE NEUROLOGIA	CLINICAL NEUROLOGY					
REVISTA DE NUTRICAO-BRAZILIAN JOURNAL OF NUTRITION	NUTRITION & DIETETICS					
REVISTA DE PSIQUIATRIA Y SALUD MENTAL	PSYCHIATRY					
REVISTA DE SAUDE PUBLICA	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH					
REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO	TROPICAL MEDICINE					
REVISTA ESPANOLA DE CARDIOLOGIA	CARDIAC & CARDIOVASCULAR SYSTEMS					
REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS	GASTROENTEROLOGY & HEPATOLOGY					
REVISTA ESPANOLA DE MEDICINA NUCLEAR E IMAGEN MOLECULAR	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING					
REVISTA ESPANOLA DE QUIMIOTERAPIA	MICROBIOLOGY	PHARMACOLOGY & PHARMACY				
REVISTA FITOTECNIA MEXICANA	AGRONOMY					
REVISTA IBEROAMERICANA DE AUTOMATICA E INFORMATICA INDUSTRIAL	AUTOMATION & CONTROL SYSTEMS	ROBOTICS				
REVISTA IBEROAMERICANA DE MICOLOGIA	MYCOLOGY					
REVISTA INTERNACIONAL DE ANDROLOGIA	ANDROLOGY					
REVISTA INTERNACIONAL DE CONTAMINACION AMBIENTAL	ENVIRONMENTAL SCIENCES					
REVISTA INTERNACIONAL DE MEDICINA Y CIENCIAS DE LA ACTIVIDAD FISICA Y DEL D EPORTE	SPORT SCIENCES					
REVISTA INTERNACIONAL DE METODOS NUMERICOS PARA CALCULO Y DISENO EN INGENIE RIA	ENGINEERING, MULTIDISCIPLINARY	MATHEMATICS, INTERDISCIPLINARY APPLICATIONS				
REVISTA LATINO-AMERICANA DE ENFERMAGEM	NURSING					
REVISTA MATEMATICA COMPLUTENSE	MATHEMATICS	MATHEMATICS, APPLIED				
REVISTA MATEMATICA IBEROAMERICANA	MATHEMATICS					
REVISTA MEDICA DE CHILE	MEDICINE, GENERAL & INTERNAL					
REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA	ASTRONOMY & ASTROPHYSICS					
REVISTA MEXICANA DE BIODIVERSIDAD	BIODIVERSITY CONSERVATION					
REVISTA MEXICANA DE CIENCIAS GEOLOGICAS	GEOSCIENCES, MULTIDISCIPLINARY					
